Tweet Text;Tweet Datetime;Tweet Id;Twitter @ Name;Tweet Coordinates;Place Info;Retweets;Favorites;Language;Source;Replied Tweet Id;Replied Tweet User Id Str;Quote Status Bool
COLOMBIA Juez orden a ClaudiaLopez retractarse sobre declaraciones recientes contra venezolanos;10/11/2020 03:25;1.326E+18;wilanthon;;;0;0;es;Twitter for Android;;;False
RT FabioASays Excelente la conversacion con la senadora PaolaHolguin una grande del Uribismo en Colombia gracias senadora 3324 pers;10/11/2020 03:25;1.326E+18;OjoCriticoCol;;;7;0;es;Twitter for iPhone;;;False
Violencia Disparan y golpean a periodistas y manifestantes en Cancn entre ellos un reportero de Quadratn Qui;10/11/2020 03:25;1.326E+18;Quadratin_Jal;;;0;1;es;Twitter Web App;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:25;1.326E+18;IDusque;;;37;0;es;Twitter for Android;;;False
VickyDavilaH La seora e incendiaria VickyDavilaH no sabe que decir en las redes sociales la gran mayora en;10/11/2020 03:24;1.326E+18;LuisCarlosLen5;;;0;0;es;Twitter for iPhone;1.32589E+18;242730842;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:24;1.326E+18;AnaMaRuizP;;;37;0;es;Twitter Web App;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:24;1.326E+18;5649pepe;;;37;0;es;Twitter Web App;;;False
Nada ms vacancia violencia;10/11/2020 03:24;1.326E+18;MauricioGran3;;;0;0;es;Twitter for iPhone;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:23;1.326E+18;CarlosC_418;;;37;0;es;Twitter for Android;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:23;1.326E+18;JoseEuclidesPu2;;;37;0;es;Twitter for Android;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:23;1.326E+18;DanyelGPhoto;;;37;0;es;Twitter for Android;;;False
RT PaisajeCol Nia Kogi de la Sierra Nevada de Santa MartaColombia;10/11/2020 03:23;1.326E+18;Alejandra777Pa;;;31;0;es;Twitter Web App;;;False
RT carlosa50084674 PedroKonductaz pronto LA PESADILLAliliantintori har su trabajo en Chile Ecuador Brasil Colombia;10/11/2020 03:23;1.326E+18;EspanolJesus;;;7;0;es;Twitter for Android;;;True
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:23;1.326E+18;reinammt;;;13;0;es;Twitter for Android;;;False
Texto Una puta llamada democracia Escrito por Jernimo Villa Todos los derechos reservados escritura;10/11/2020 03:23;1.326E+18;JeronimoVillaN4;;;0;0;es;Twitter for iPhone;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:22;1.326E+18;Azahares07;;;37;0;es;Twitter Web App;;;False
titere de cuerdas sueltas IvanDuque O Colombia cambia o lo cambian Se le acab el reinado a AlvaroUribeVel e;10/11/2020 03:22;1.326E+18;BorisPaloma;;;0;0;es;Twitter for iPhone;1.326E+18;538398947;False
RT COLEJERCITO Somos un Ejrcito comprometido con todas las regiones de Colombia En esta edicin de nuestra RevistaEjrcito conozca l;10/11/2020 03:22;1.326E+18;Ejercito_Div5;;;10;0;es;Twitter for Android;;;False
RT ElPitazoTV La empresaria Adriana Martnez de 47 aos de edad es duea de Vram Holding SA una pequea firma que ha sido sometida a;10/11/2020 03:22;1.326E+18;yolandavasquez;;;15;0;es;Twitter for Android;;;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:22;1.326E+18;Elena_Figue;;;13;0;es;Twitter for Android;;;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:22;1.326E+18;rosaaura2;;;13;0;es;Twitter for Android;;;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:22;1.326E+18;Ysabel55807285;;;13;0;es;Twitter for Android;;;False
RT carlosa50084674 PedroKonductaz pronto LA PESADILLAliliantintori har su trabajo en Chile Ecuador Brasil Colombia;10/11/2020 03:22;1.326E+18;eriberta_gomez;;;7;0;es;Twitter for Android;;;True
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:21;1.326E+18;EmiliaEmily2458;;;13;0;es;Twitter for iPhone;;;False
RT PCultural Origen y funciones del Congreso Un viaje a los cimientos de la democracia y el la vida poltica romana Por jhonflorezj;10/11/2020 03:21;1.326E+18;Barreja;;;6;0;es;Twitter Web App;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:21;1.326E+18;sofdey2;;;37;0;es;Twitter for Android;;;False
RT carlosa50084674 PedroKonductaz pronto LA PESADILLAliliantintori har su trabajo en Chile Ecuador Brasil Colombia;10/11/2020 03:21;1.326E+18;CandangaVen;;;7;0;es;Twitter for Android;;;True
RT ASCUN1 EventosUniversidades UninorteCO ser la anfitriona del ltimo gran evento internacional del ao sobre el proceso de justici;10/11/2020 03:20;1.326E+18;jorgemartinezvi;;;1;0;es;Twitter for Android;;;False
As fue que el Congreso peruano destituy al presidente Martn Vizcarracolombia;10/11/2020 03:20;1.326E+18;RConfidencial;;;0;1;es;WordPress.com;;;False
En encontrars todos nuestros puntos de ventas en Colombia Mxico Panam y Venezuela;10/11/2020 03:20;1.326E+18;press_lat;;;0;0;es;Hootsuite Inc.;;;False
RT EjercitoCAAID Somos un Ejrcito comprometido con todas las regiones de Colombia En esta edicin de nuestra RevistaEjrcito conozca;10/11/2020 03:19;1.326E+18;Ejercito_Div7;;;2;0;es;Twitter for Android;;;False
RT Alexand64216517 latropadelche edhcuba CuervoNica CIPICuba RedComunismo ChilenosConCuba siempreconcuba Montesinos2010 MRMaurer;10/11/2020 03:19;1.326E+18;Tokio20200;;;11;0;es;Twitter for Android;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:18;1.326E+18;annydiazgrana;;;37;0;es;Twitter for Android;;;False
Feliciano el presidente JoeBiden y su vicepresidenta KamalaHarris acabarn con el genocidio institucional que;10/11/2020 03:18;1.326E+18;BorisPaloma;;;0;0;es;Twitter for iPhone;1.326E+18;538398947;False
Para vivir para tener hijos para estudiar y para trabajar entre otras cosas Colombia;10/11/2020 03:18;1.326E+18;D_emocrata;;;0;6;es;Twitter for Android;;;True
RT LucasVa1976 latropadelche DavidCuba2020 edhcuba CuervoNica CIPICuba RedComunismo ChilenosConCuba siempreconcuba Montesinos201;10/11/2020 03:18;1.326E+18;edgargye;;;6;0;es;Twitter Web App;;;False
RT ecotalvora diplomacia chavista canciller d Maduro introduce a sus empleados a palacio presidencial en LaPaz Bolivia para gritarl;10/11/2020 03:17;1.326E+18;naltagra;;;12;0;es;Twitter for Android;;;False
RT ArgenFobal Qatar2022 Eliminatorias ConmebolPrograma Fecha 03VamosArgentina Bolivia Brasil Chile Colombia Ecuador Paraguay;10/11/2020 03:17;1.326E+18;Pao_rd15;;;1;0;es;Twitter for Android;;;False
RT carlosa50084674 PedroKonductaz pronto LA PESADILLAliliantintori har su trabajo en Chile Ecuador Brasil Colombia;10/11/2020 03:17;1.326E+18;TvrCarol;;;7;0;es;Twitter for iPhone;;;True
RT AryaStarkVE DulceMTostaR lfvillarroel jotavino KhintiIa arturote8 coromotina77 2WhistleBlower guarimbamia LizSalanderUS D;10/11/2020 03:17;1.326E+18;Annieumis;;;117;0;es;Twitter for iPhone;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:17;1.326E+18;CAMD7777;;;37;0;es;Twitter for iPhone;;;False
RT elICTJ NOTICIAS Qu consecuencias podra sufrir Colombia en la Corte Penal Internacional si el gobierno eliminara a la JEPColo;10/11/2020 03:16;1.326E+18;magtol82;;;13;0;es;Twitter for iPhone;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;1MrAnderson1;;;8;0;es;;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;1ToThePowerOf0;;;8;0;es;;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;mr_dent42;;;8;0;es;;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;Me23135148;;;8;0;es;;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;workxkcd;;;8;0;es;;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;AntiDonald666;;;8;0;es;;;;False
RT Shadowsthrone Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory MetalGotico;10/11/2020 03:16;1.326E+18;MostlyDouglas42;;;8;0;es;;;;False
Desde Las Tinieblas Radio 3SpectralTales BlackMetal ColombiaUniversalTheory;10/11/2020 03:16;1.326E+18;Shadowsthrone;;;8;8;es;Twitter for Android;;;False
Somos un Ejrcito comprometido con todas las regiones de Colombia En esta edicin de nuestra RevistaEjrcito con;10/11/2020 03:16;1.326E+18;Ejercito_CAAID;;;2;7;es;TweetDeck;;;False
En la seleccin Colombia se report un caso de coronavirus Se trata del entrenador de arqueros Des Mc Aleenan E;10/11/2020 03:16;1.326E+18;BienCanchero;;;0;0;es;TweetDeck;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:15;1.326E+18;MarthaLiArevalo;;;37;0;es;Twitter for Android;;;False
RT MoVidaCol En Colombia el MinDefensa CarlosHolmesTru an nos debe explicaciones por el asesinato de 14 personas a manos de agentes de;10/11/2020 03:15;1.326E+18;josezor;;;50;0;es;Twitter for Android;;;False
RT DayronSandoval Siempre parece imposible hasta que se hace Nelson MandelaINSTAGRAMFACEBOOK;10/11/2020 03:15;1.326E+18;mamigugu;;;19;0;es;Twitter Web App;;;False
RT FabioASays Excelente la conversacion con la senadora PaolaHolguin una grande del Uribismo en Colombia gracias senadora 3324 pers;10/11/2020 03:15;1.326E+18;GABYAO;;;7;0;es;Twitter for Android;;;False
RT Acsendo Estamos entre las 100 mejores startups de Colombia segn forbescolombia EndeavorCol InnpulsaCol entre otros fondos d;10/11/2020 03:15;1.326E+18;FarleyGuarin;;;1;0;es;Twitter for Android;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:15;1.326E+18;NataliaPMoraPsi;;;37;0;es;Twitter for Android;;;False
RT Alexand64216517 latropadelche edhcuba CuervoNica CIPICuba RedComunismo ChilenosConCuba siempreconcuba Montesinos2010 MRMaurer;10/11/2020 03:14;1.326E+18;ClaudioVernetti;;;11;0;es;Twitter Web App;;;False
RT ValoraAnalitik AMPLIACIONAs quedaron precios de la gasolina y el acpm en Colombia en las principales ciudades MinEnergiaCo;10/11/2020 03:14;1.326E+18;Fondosoldicom;;;2;0;es;Twitter for Android;;;False
RT MoVidaCol En Colombia el MinDefensa CarlosHolmesTru an nos debe explicaciones por el asesinato de 14 personas a manos de agentes de;10/11/2020 03:14;1.326E+18;ChicleBoyacense;;;50;0;es;Twitter for iPhone;;;False
Para el prximo proyecto de nuestro grupo de teatro necesitamos relatos sobre tropeles as que escrbanos que recu;10/11/2020 03:14;1.326E+18;EnjambreT;;;1;0;es;Twitter Web App;;;False
RT DayronSandoval Gracias por ser parte de su imagenEscuela Nacional de Instructores hola Sena Bucaramanga Colombia youtubers htt;10/11/2020 03:13;1.326E+18;mamigugu;;;19;0;es;Twitter Web App;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:13;1.326E+18;BorisFalla;;;37;0;es;Twitter for Android;;;False
RT miastrofutbol EL BARCELONA ENCAJALos dirigidos por Koeman golearon al Betis con un Messi que entr a cambiar el partido Todas las c;10/11/2020 03:13;1.326E+18;JC_HN;;;3;0;es;Twitter for iPhone;;;False
Colombia uno de los pases con ms privilegios para el uso de energa solar Durante el da el panel detecta au;10/11/2020 03:13;1.326E+18;Construyen_Pais;;;0;0;es;NextScriptsPRO1;;;False
RT pierrealee Les pido ver el video que comparto y hacerlo viral no es Venezuela la clase poltica tradicional nos condena a la desigu;10/11/2020 03:12;1.326E+18;BenjaminLondoo2;;;1102;0;es;Twitter for Android;;;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:12;1.326E+18;Rosanamcp;;;13;0;es;Twitter for Android;;;False
RT ellamararodrig1 ColombiaDedicado para todos nuestros hermanos colombianos que los pidieron que cuando vengaduquePARAMILITAR a Bol;10/11/2020 03:12;1.326E+18;lucemijares;;;33;0;es;Twitter for Android;;;False
RT jhontxu Si no lo pudiste escuchar en vivo aqu esta el podcast del Resumen de las noticias econmicas del da Noviembre 9Spotify ht;10/11/2020 03:12;1.326E+18;UpdatesOil;;;1;0;es;Testing123jp;;;False
RT InstitutoHugoCH Te invitamos a leer la carta Es mentira que te fuiste de Juliana Rodrguez proveniente de Bogota Colombia Premi;10/11/2020 03:12;1.326E+18;MaryCentenopsuv;;;10;0;es;Twitter for Android;;;False
RT PaisajeCol Nia Kogi de la Sierra Nevada de Santa MartaColombia;10/11/2020 03:12;1.326E+18;Alex87165922;;;31;0;es;Twitter for Android;;;False
No podemos bajar la guardia En pie de lucha contra el COVID19 Hoy 9 de noviembre el ReporteCOVID19 deja las;10/11/2020 03:12;1.326E+18;casaquindio;;Salento, Colombia;0;0;es;Twitter for Android;;;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:12;1.326E+18;Ysgrevi;;;13;0;es;Twitter Web App;;;False
RT ElUniversalCtg Colombia Francisco Santos anunci que interpondr en contra de su primo una denuncia por injuria y calumnia;10/11/2020 03:12;1.326E+18;SrTelerin;;;6;0;es;Twitter for iPhone;;;False
Seguimos enviando muchos zapatos bonitos a toda Colombia copra fcily segura en muestra web;10/11/2020 03:12;1.326E+18;adrianagovelino;;Cúcuta, Colombia;0;0;es;Twitter for Android;;;False
RT FdoQuijano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en el Co;10/11/2020 03:11;1.326E+18;FdoQuijano;;;1;0;es;Twitter for Android;;;False
OlimpoMartinez2 lo peor es que la ignorancia les permite hacer creer que piensan en los colombianos pero en reali;10/11/2020 03:11;1.326E+18;HfrProfe;;;0;0;es;Twitter for Android;1.3243E+18;1.24476E+18;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:11;1.326E+18;_gladys48;;;13;0;es;Twitter for iPhone;;;False
RT ElPitazoTV Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunto testaf;10/11/2020 03:11;1.326E+18;PedroAvilaRojas;;;13;0;es;Mobile Web (M2);;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:11;1.326E+18;AnalisisUrbano;;;37;0;es;Twitter for Android;;;False
Sincelejo Sucre 3 muertos y 56 nuevos contagios por Coronavirus para lunes 9 de noviembre segn Minsalud;10/11/2020 03:10;1.326E+18;SucreComunica;;;0;0;es;Twitter for Android;;;False
RT 1Yasminvelasco Colombia Juez exige a Claudia Lpez borrar publicaciones sobre venezolanos y dar disculpas pblicas ENMundo https;10/11/2020 03:10;1.326E+18;LuisEnriqueF;;;10;0;es;Twitter for Android;;;False
RT ChalecosAmarill En Bolivia ayer para el NARCODICTADOR de Colombia no fue un gran da La misma suerte que tu Mentor el Matarif;10/11/2020 03:10;1.326E+18;TorresVirly;;;155;0;es;Twitter for Android;;;False
Colombia Conoce quin es la empresaria bogotana de 47 aos de edad que aparece en negocios de lex Saab presunt;10/11/2020 03:10;1.326E+18;ElPitazoTV;;;13;4;es;Twitter Web App;;;False
RT FabioASays Excelente la conversacion con la senadora PaolaHolguin una grande del Uribismo en Colombia gracias senadora 3324 pers;10/11/2020 03:10;1.326E+18;Linitanueva;;;7;0;es;Twitter for Android;;;False
Migracin Colombia dijo que sera un ejercicio irresponsable abrir los pasos fronterizos y hacer colapsar el si;10/11/2020 03:10;1.326E+18;ElVenezolanoCo;;;0;0;es;Hootsuite Inc.;;;False
RT AnalisisUrbano NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue en e;10/11/2020 03:10;1.326E+18;MutaTronica;;;37;0;es;Twitter for Android;;;False
RT FabioASays Excelente la conversacion con la senadora PaolaHolguin una grande del Uribismo en Colombia gracias senadora 3324 pers;10/11/2020 03:09;1.326E+18;Lilianaqkemp12;;;7;0;es;Twitter for Android;;;False
Trending Topic Colombia 9112020 22001 Per2 PasionDeGavilanes3 PowerYourDreams4 XboxSeriesX5;10/11/2020 03:09;1.326E+18;TendenciaCol;;;0;3;es;Twitter Web App;;;False
RT ChalecosAmarill En Colombia Bueno ya lo dijo abiertamente el SubPresidente Ivn Duque Matarife;10/11/2020 03:08;1.326E+18;algo07;;;62;0;es;Twitter for Android;;;False
RT cimanewsdigital Ccuta Las lluvias tambin han afectado parte de Colombia El fin de semana se viraliz un video del momento en;10/11/2020 03:08;1.326E+18;Maulevis;;;29;0;es;Twitter for Android;;;False
NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue;10/11/2020 03:08;1.326E+18;FdoQuijano;;;1;3;es;Twitter for Android;;;False
RT FsJsPsL 12 La apostasa de los fieles de la Iglesia es la razn por la cual los desequilibrios la violencia social las revu;10/11/2020 03:07;1.326E+18;FsJsPsL;;;1;0;es;Twitter Web App;;;False
RT JoseRozoL Colombia Juez exige a Claudia Lpez borrar publicaciones sobre venezolanos y disculpas pblicas;10/11/2020 03:07;1.326E+18;ramcruces;;;4;0;es;Twitter Web App;;;False
RT Alexand64216517 latropadelche edhcuba CuervoNica CIPICuba RedComunismo ChilenosConCuba siempreconcuba Montesinos2010 MRMaurer;10/11/2020 03:07;1.326E+18;CubaEsen;;;11;0;es;Twitter for Android;;;False
NuevaMasacre ATENCION Tmesis Antioquia Colombia Atencin Urgente Una nueva masacre esta vez fue;10/11/2020 03:07;1.326E+18;AnalisisUrbano;;;37;19;es;Twitter for Android;;;False
Por Dios que est semana Juan Reyes le d OTRA PALIZA a Don Fernandito de Escandn Colombia entera lo agrad;10/11/2020 03:07;1.326E+18;Bryan_Kmpo;;;0;3;es;Twitter for Android;;;False
RT FabioASays Excelente la conversacion con la senadora PaolaHolguin una grande del Uribismo en Colombia gracias senadora 3324 pers;10/11/2020 03:07;1.326E+18;gmorarcos;;;7;0;es;Twitter for Android;;;False
Colombia Colombia tiene su primer equipo profesional de rugby Ac el link para que leas la nota;10/11/2020 03:06;1.326E+18;rugbych;;;0;0;es;Twitter Web App;;;False
RT ellamararodrig1 ColombiaDedicado para todos nuestros hermanos colombianos que los pidieron que cuando vengaduquePARAMILITAR a Bol;10/11/2020 03:06;1.326E+18;mariafigueredo3;;;33;0;es;Twitter Web App;;;False
RT PaisajeCol Nia Kogi de la Sierra Nevada de Santa MartaColombia;10/11/2020 03:06;1.326E+18;latragedia;;;31;0;es;Twitter for Android;;;False
RT PaisajeCol Nia Kogi de la Sierra Nevada de Santa MartaColombia;10/11/2020 03:06;1.326E+18;lufdac021;;;31;0;es;Twitter for iPhone;;;False
RT ChalecosAmarill En Bolivia ayer para el NARCODICTADOR de Colombia no fue un gran da La misma suerte que tu Mentor el Matarif;10/11/2020 03:06;1.326E+18;HecalanpoHector;;;155;0;es;Twitter Web App;;;False
RT 1Yasminvelasco Colombia Juez exige a Claudia Lpez borrar publicaciones sobre venezolanos y dar disculpas pblicas ENMundo https;10/11/2020 03:06;1.326E+18;tq_vzla;;;10;0;es;TweetCaster for Android;;;False
RT elkal1fa NoiseGTOnlieFest2020Sbado 14 de Noviembre 300PM Hora Centroamrica guatemala uruguay elsalvador colombia;10/11/2020 03:06;1.326E+18;ana__bellam;;;5;0;es;Twitter for Android;;;False
RT JennDa Sabas que En la actualidad hay1302especies amenazadas es decir estn cerca de extinguirse si no las preservamos Tri;10/11/2020 03:05;1.326E+18;Armando29979647;;;8;0;es;Twitter for Android;;;False
RT PaisajeCol Nia Kogi de la Sierra Nevada de Santa MartaColombia;10/11/2020 03:05;1.326E+18;PaisajeCol;;;31;0;es;Twitter for Android;;;False
RT teleSURtv Serie de conversaciones interceptadas a narcotraficantes de Colombia por autoridades estadounidenses refirieron sobre una;10/11/2020 03:04;1.326E+18;risasbuenas1;;;74;0;es;Twitter for Android;;;False
RT ChalecosAmarill En Colombia Bueno ya lo dijo abiertamente el SubPresidente Ivn Duque Matarife;10/11/2020 03:04;1.326E+18;LuqmiIvan;;;62;0;es;Twitter for Android;;;False
El centro democrtico es un partido cagalera Se arrodillan y cambian de bando como cambiar de ropa No tienen prin;10/11/2020 03:04;1.326E+18;JohnVelsquez12;;;0;0;es;Twitter Web App;;;False
RT RobertAlvares La rosca prohibida LosSimpsons TheSimpsons Simpsons Halloween Halloween2020 HalloweenNightwithMSS Argentina dona;10/11/2020 03:04;1.326E+18;xorje;;;195;0;es;Twitter for Android;;;False
QuintanaRoo MaraLezama presidenta municipal de BenitoJurez asegur que reprueba todo acto de violencia por lo;10/11/2020 03:04;1.326E+18;QuadratinY;;;0;1;es;Postcron App;;;False
